"","col","row","sample_id","sizeFactor","cluster.init","spatial.cluster"
"1",-11.2354129668478,0.984711819921893,"sample01",0.845224021697406,1,1
"2",-14.4514213399103,1.46686133155576,"sample01",1.15477597830259,2,2
"3",-7.26733693473703,3.04778664289823,"sample01",0.845224021697406,1,1
"4",-10.1816330393526,2.27813523290587,"sample01",1.15477597830259,2,2
"5",-7.10047281017001,8.13566280041807,"sample01",0.845224021697406,1,1
"6",-19.9736311617494,7.74480433174248,"sample01",1.15477597830259,2,2
"7",-14.5126492118403,8.52406281860168,"sample01",0.845224021697406,1,1
"8",-4.42558478657633,0.183056263928213,"sample01",1.15477597830259,2,2
"9",-13.1466373845993,4.37048641731571,"sample01",0.845224021697406,1,1
"10",-9.62412014533478,6.52765461740429,"sample01",1.15477597830259,2,2
"11",-5.15143528154311,9.07611624888246,"sample01",0.845224021697406,1,1
"12",-0.846822364539108,3.02207888557016,"sample01",1.15477597830259,2,2
"13",-0.480928668211757,1.6425740528293,"sample01",0.845224021697406,1,1
"14",-2.88303011513483,4.22744737076217,"sample01",1.15477597830259,2,2
"15",-8.64216320931591,2.08722724255609,"sample01",0.845224021697406,1,1
"16",-5.28168434743808,8.29922873296466,"sample01",1.15477597830259,2,2
"17",-18.5728729625971,9.84638700227692,"sample01",0.845224021697406,1,1
"18",-6.05685215188431,7.7914485513374,"sample01",1.15477597830259,2,2
"19",-10.7288129418256,3.57295481156708,"sample01",0.845224021697406,1,1
"20",-13.3872425445252,9.98047192851253,"sample01",1.15477597830259,2,2
"21",-12.4056035362285,2.14487263476039,"sample01",0.845224021697406,1,1
"22",-17.7512970616121,9.93593622423256,"sample01",1.15477597830259,2,2
"23",-18.3207977601348,9.05661733095043,"sample01",0.845224021697406,1,1
"24",-1.13213111698443,0.568882454437116,"sample01",1.15477597830259,2,2
"25",-19.8616616629689,5.53693911162175,"sample01",0.845224021697406,1,1
"26",-10.2513060331974,0.470645216042552,"sample01",1.15477597830259,2,2
"27",-10.2190318131702,7.73052414010534,"sample01",0.845224021697406,1,1
"28",-1.43713315295165,7.14786121103161,"sample01",1.15477597830259,2,2
"29",-8.19826230373889,1.32904278397296,"sample01",0.845224021697406,1,1
"30",-4.14554541893329,5.36227490465721,"sample01",1.15477597830259,2,2
"31",-9.45126169051893,1.56539825496069,"sample01",0.845224021697406,1,1
"32",-14.3498224955175,5.03395392446757,"sample01",1.15477597830259,2,2
"33",-13.166996363694,1.16157116206266,"sample01",0.845224021697406,1,1
"34",-11.4508172165636,5.23421939670132,"sample01",1.15477597830259,2,2
"35",-11.573151879614,3.58754857295216,"sample01",0.845224021697406,1,1
"36",-13.2092827276953,3.51177828952458,"sample01",1.15477597830259,2,2
"37",-7.79779571238684,6.35071762663,"sample01",0.845224021697406,1,1
"38",-9.0092035143838,4.29281478128867,"sample01",1.15477597830259,2,2
"39",-19.9751312101392,3.05443869716534,"sample01",0.845224021697406,1,1
"40",-0.982812742848793,9.8777074124527,"sample01",1.15477597830259,2,2
"41",-14.8457257557945,4.2948895632844,"sample01",0.845224021697406,1,1
"42",-13.7081329243269,5.59908454027193,"sample01",1.15477597830259,2,2
"43",-8.00576946233646,6.30940760415242,"sample01",0.845224021697406,1,1
"44",-12.2407218110623,8.14412947111428,"sample01",1.15477597830259,2,2
"45",-7.44864466616549,7.52148753929022,"sample01",0.845224021697406,1,1
"46",-9.61446441326465,8.67396011843282,"sample01",1.15477597830259,2,2
"47",-14.0308214484372,0.674505766122971,"sample01",0.845224021697406,1,1
"48",-16.6503329440208,6.22074763732498,"sample01",1.15477597830259,2,2
"49",-14.5877009115896,4.49372879579986,"sample01",0.845224021697406,1,1
"50",-13.0058962668151,2.94212437744293,"sample01",1.15477597830259,2,2
"51",-18.3189950395707,3.99214793660047,"sample01",0.845224021697406,1,1
"52",-2.59659147024477,6.51112243674164,"sample01",1.15477597830259,2,2
"53",-2.56886372805545,5.62568384716666,"sample01",0.845224021697406,1,1
"54",-18.4163485008069,6.40020480214498,"sample01",1.15477597830259,2,2
"55",-17.2285257006076,3.9257282607107,"sample01",0.845224021697406,1,1
"56",-13.0899430432646,5.31106142604489,"sample01",1.15477597830259,2,2
"57",-3.3478015861893,9.21111074618896,"sample01",0.845224021697406,1,1
"58",-2.18223984960635,2.83695349606448,"sample01",1.15477597830259,2,2
"59",-4.4455893055245,7.21843456003794,"sample01",0.845224021697406,1,1
"60",-13.4687423951819,6.53434592876344,"sample01",1.15477597830259,2,2
"61",-17.9176459807417,5.95709317917367,"sample01",0.845224021697406,1,1
"62",-1.58150620747843,8.13006655645322,"sample01",1.15477597830259,2,2
"63",-2.82869696121773,5.72078723376561,"sample01",0.845224021697406,1,1
"64",-9.82063753370758,2.27545256616791,"sample01",1.15477597830259,2,2
"65",-4.57113279285585,1.46260301525623,"sample01",0.845224021697406,1,1
"66",-17.2782622524908,0.0265230483504519,"sample01",1.15477597830259,2,2
"67",-17.9270970058922,9.49464203251384,"sample01",0.845224021697406,1,1
"68",-3.33287084330215,6.33862963086013,"sample01",1.15477597830259,2,2
"69",-15.4369396865808,0.809975078829603,"sample01",0.845224021697406,1,1
"70",-9.77040052457993,8.36008656265413,"sample01",1.15477597830259,2,2
"71",-12.2078868451416,9.93414989240703,"sample01",0.845224021697406,1,1
"72",-19.1011682340402,5.59535525337073,"sample01",1.15477597830259,2,2
"73",-3.4495507108358,5.56106254802911,"sample01",0.845224021697406,1,1
"74",-4.68397543937865,8.21688606871579,"sample01",1.15477597830259,2,2
"75",-17.3200740344021,2.9882576489873,"sample01",0.845224021697406,1,1
"76",-12.1965357600563,4.21508412893474,"sample01",1.15477597830259,2,2
"77",-10.7765952650445,8.81624153855969,"sample01",0.845224021697406,1,1
"78",-2.39119637252804,1.75440363566825,"sample01",1.15477597830259,2,2
"79",-11.1756587797969,6.05380868329541,"sample01",0.845224021697406,1,1
"80",-15.6768532702676,9.01070660002187,"sample01",1.15477597830259,2,2
"81",-3.45004463043579,4.43827251967946,"sample01",0.845224021697406,1,1
"82",-0.9052600339874,7.55345999589339,"sample01",1.15477597830259,2,2
"83",-1.65112546011293,9.95157238117195,"sample01",0.845224021697406,1,1
"84",-10.4941240805129,4.05225996905228,"sample01",1.15477597830259,2,2
"85",-16.3490149887069,4.35525180953078,"sample01",0.845224021697406,1,1
"86",-13.3363993989597,6.47886671498876,"sample01",1.15477597830259,2,2
"87",-5.51483290786785,5.68356938372609,"sample01",0.845224021697406,1,1
"88",-17.58908551247,0.569985539517592,"sample01",1.15477597830259,2,2
"89",-3.99890153265708,2.15584451929717,"sample01",0.845224021697406,1,1
"90",-18.9789281032555,5.50332394522075,"sample01",1.15477597830259,2,2
"91",-15.5875488313202,0.844568615409969,"sample01",0.845224021697406,1,1
"92",-3.38361846241604,0.227488028126507,"sample01",1.15477597830259,2,2
"93",-14.4871097399791,2.73418753888142,"sample01",0.845224021697406,1,1
"94",-10.3769865030246,5.72707026890389,"sample01",1.15477597830259,2,2
"95",-2.33847701476042,2.70573609321203,"sample01",0.845224021697406,1,1
"96",-15.4281069761741,4.33539669409589,"sample01",1.15477597830259,2,2
"97",-16.5334020843866,4.13646891911806,"sample01",0.845224021697406,1,1
"98",-11.7043175901498,6.99128703460191,"sample01",1.15477597830259,2,2
"99",-6.59110200709516,5.07174157540105,"sample01",0.845224021697406,1,1
"100",-8.59943946677609,2.01168122121765,"sample01",1.15477597830259,2,2
"101",-13.213051103653,2.67605954613384,"sample01",0.845224021697406,1,1
"102",-3.87620588931846,6.03977852865879,"sample01",1.15477597830259,2,2
"103",-14.1128379158659,5.19592312565499,"sample01",0.845224021697406,1,1
"104",-12.8638799073198,7.92625210749593,"sample01",1.15477597830259,2,2
"105",-12.4470664476211,7.63882898859439,"sample01",0.845224021697406,1,1
"106",-12.3145170284246,0.66567553525354,"sample01",1.15477597830259,2,2
"107",-17.456673621441,2.48011896598583,"sample01",0.845224021697406,1,1
"108",-5.11497333687864,7.73149835573001,"sample01",1.15477597830259,2,2
"109",-15.3067001497068,6.13770656125881,"sample01",0.845224021697406,1,1
"110",-2.52476362797618,1.54629199059704,"sample01",1.15477597830259,2,2
"111",-5.57090919239574,1.79845078936199,"sample01",0.845224021697406,1,1
