,x,y
0,12.894744657659754,9.487600274809104
1,7.544002621098143,10.358368308108563
2,9.50500737435124,11.9686374710983
3,8.274147365070556,11.299902754904142
4,8.319736001506199,11.160003594948984
5,12.838538374299956,9.146446649115576
6,9.05431703276381,9.174146690495983
7,9.312322207240316,11.526656145082157
8,7.047895818636867,10.231354552861015
9,10.818098541180394,7.6328571871606545
10,8.682943761280987,9.327987467322377
11,11.578010020221727,10.908876979197057
12,9.458111722463947,12.837256230910267
13,7.93081288764882,11.849543845162277
14,7.366101677321916,8.678458654942432
15,7.269834235902924,9.289867935561706
16,12.344758768054005,11.088322127429556
17,12.260582228302642,10.680451978139596
18,11.331138620849739,7.7297348618876445
19,12.25120897088546,11.253508153054907
20,7.847159945384686,9.62969327066561
21,8.57613480179433,12.39855162621919
22,8.755806606018703,8.931533005679498
23,11.721820900999534,12.151563865731923
24,9.77963273914161,12.950664451638254
25,12.325597496461748,9.398154613642497
26,9.451744620266464,7.9598981574468315
27,7.497905187894039,8.353876954589857
28,11.971198086799134,9.971474424849966
29,7.785268716908409,11.188447950161109
30,8.905788396770518,9.194152866020838
31,12.088462234683355,9.705253753423086
32,7.804370350699072,12.020657540698474
33,9.689100552378273,9.113526221103877
34,10.720487153327884,10.167261904428551
35,8.267344904347375,8.207743227761547
36,10.83309572328274,12.114463596487571
37,7.220268790751573,10.315581780093616
38,9.508451890442528,11.079887268195336
39,12.975635993379361,10.241118295452145
40,10.797472646090883,7.506998070411678
41,9.083170494136928,11.865944902249414
42,11.28338398147534,11.134625904830688
43,10.974456003329674,7.253178540376396
44,8.12843078150762,8.869875598366917
45,12.257634767871544,9.300334028435453
46,8.081500674284577,9.13081785361858
47,7.2806640987740705,9.940190680206804
48,8.103324250354799,8.117171980429017
49,10.233506503332416,7.7481291109917425
50,10.034035201019236,7.224505044802992
51,10.553758813815735,11.56133812242905
52,10.888525973226063,8.198390763072942
53,7.707213413471239,9.194452504304348
54,11.352589883862118,8.320533181763286
55,11.616381488360007,8.021967681426048
56,9.507504005215608,7.463941809100609
57,8.76673860980848,10.356183292471778
58,7.718616227925501,10.397307259745446
59,7.951790070653846,10.589479080064942
60,10.814131918257955,9.379660904150679
61,7.4244599213698255,10.496959054923574
62,11.490353826960586,10.91560686772548
63,9.042630971184138,11.885277893956461
64,10.32177324940535,7.357976214815759
