,x,y,phenotype
0,19.764858970661724,10.0,type1
1,18.24808632199101,10.206421960112559,type1
2,19.403621047549414,10.561986479431877,type1
3,19.64415859439386,10.895088202887084,type1
4,19.49959929736582,11.1674847076344,type1
5,18.564596250667854,11.170726306536434,type1
6,18.019305247648465,11.208747483428764,type1
7,19.12064507607619,11.961435635266106,type1
8,18.408256836201822,11.896303176538286,type1
9,18.027509929863353,11.94566248991281,type1
10,16.86584595626938,11.373793271911554,type1
11,18.389284328406386,12.843947229920733,type1
12,17.07138659600692,11.975063129975702,type1
13,17.457179214091543,12.660277730289515,type1
14,16.326997000477974,11.633398895621017,type1
15,16.169859670556903,11.642838037415387,type1
16,15.869791770225271,11.401837034297497,type1
17,15.518355500511696,10.967465982555698,type1
18,15.869094429899908,11.903051347876445,type1
19,16.749434397892596,14.57913559166321,type1
20,16.416977180142425,14.557028745154817,type1
21,15.558358373226543,12.301584562211303,type1
22,15.491060317229685,12.78494144944042,type1
23,15.552320193722007,14.95241761152613,type1
24,15.18009010378042,13.780556534181889,type1
25,14.969464045843626,11.924377922620142,type1
26,14.69050936731079,13.892963826669895,type1
27,14.736833239851128,11.830365021288067,type1
28,14.748275609377623,11.203029430832201,type1
29,14.18212585830607,12.958270335251767,type1
30,13.737783859099402,13.646934033060031,type1
31,13.740453543584351,13.0070214568255,type1
32,13.601694714746234,12.82136236902435,type1
33,13.145350310018786,13.212347493289329,type1
34,13.813800150270527,11.78291833223028,type1
35,12.191624662991899,13.690162120162634,type1
36,12.666569316353819,12.692922562827093,type1
37,13.392955576592769,11.632747249804247,type1
38,11.915578713452664,12.759552665227911,type1
39,11.924145554957763,12.418878671461266,type1
40,12.16346501292756,11.95281155234387,type1
41,12.052430174933448,11.764719405835413,type1
42,12.843026773405597,11.11199698501812,type1
43,11.753389933061952,11.42086354714228,type1
44,13.28542322930486,10.6240549088973,type1
45,11.055340858030203,11.158256429693859,type1
46,11.157696248980617,10.867822572055871,type1
47,13.136612363918328,10.298163107729163,type1
48,10.164128706072514,10.461769720175383,type1
49,11.505332783389552,10.11093441982512,type1
50,11.757348684612943,9.897065551575885,type1
51,11.010858425825347,9.619083164855992,type1
52,10.692356887526454,9.310728357034701,type1
53,10.391306782190714,8.959080733522278,type1
54,11.62084121659056,9.007789457345607,type1
55,12.050090757457452,8.926320841927755,type1
56,11.198174796438604,8.336149173146069,type1
57,11.253207045261421,8.068393980144712,type1
58,11.107021607290605,7.669261485278941,type1
59,11.008378815510468,7.251969745771864,type1
60,11.56106820897497,7.29559414772427,type1
61,13.779670294681962,8.908202292126964,type1
62,13.866305466841263,8.848173327275859,type1
63,11.779429279267093,6.283263257046894,type1
64,12.944328672020669,7.298879403315359,type1
65,13.597366327587068,7.891770692334156,type1
66,13.464291090633182,7.340074143340481,type1
67,13.443850367386704,6.860154888687674,type1
68,14.094644889230905,7.838569407057345,type1
69,13.44290303957963,5.50106379270381,type1
70,14.124376571969199,6.83284911462043,type1
71,14.128126989482169,5.8331852983816965,type1
72,14.50938083085462,6.587668725833321,type1
73,14.635894514914119,5.420056916698914,type1
74,14.95605808176786,7.230777303028612,type1
75,15.175851925369317,6.308413779837521,type1
76,15.52834738994904,5.262536208653482,type1
77,15.384510464468928,7.819332793404607,type1
78,15.46072978705494,8.10084595112482,type1
79,15.606668706215215,8.048940539232444,type1
80,16.65566862589396,5.666295837120833,type1
81,15.79695812733391,8.254905121646502,type1
82,17.149600295959893,5.987955832667139,type1
83,16.973307774188143,6.819634293380753,type1
84,16.315551214609066,8.152566816412307,type1
85,15.986174552266544,8.786119016108161,type1
86,15.679756739600462,9.264057865212779,type1
87,17.27668078654899,7.829189254721834,type1
88,18.327893995636963,7.207565375663938,type1
89,18.933855640918246,7.10356345656192,type1
90,18.12047252974567,7.994594074806715,type1
91,18.486252105582537,8.060301421005356,type1
92,19.16843042905196,8.015818437229822,type1
93,19.161980883111553,8.333794199027125,type1
94,18.533699354206142,8.839421212827444,type1
95,19.48517345352318,8.836258281678193,type1
96,18.938286810033617,9.240957432525628,type1
97,17.157133470202197,9.724708408944903,type1
98,16.55874235501332,9.900939008285013,type1
99,18.154640076416776,10.0,type1
100,24.39237847545607,10.0,type2
101,21.609773516844154,10.102304117484342,type2
102,21.586812429633774,10.20250769110682,type2
103,22.208561585482208,10.425665355808706,type2
104,21.874739939296717,10.486427805071822,type2
105,24.424353956255196,11.453097967279197,type2
106,22.46140077502078,10.985396224788195,type2
107,22.03146329607135,10.966980758372847,type2
108,21.488440876864022,10.828146263188346,type2
109,23.56061773333835,12.288270071830112,type2
110,22.455156923161585,11.807693744059277,type2
111,23.814306313325577,13.200583020708663,type2
112,22.483723276235462,12.368225360447743,type2
113,22.113577665085167,12.288275743754483,type2
114,21.207054439800302,11.485761752448651,type2
115,21.883579984136222,12.64511797639813,type2
116,21.787398474614736,12.880737048262535,type2
117,22.029005755092864,13.786964823416191,type2
118,21.862246514987216,14.077751068813985,type2
119,21.100627538524552,12.880886954602948,type2
120,21.36817557105375,14.400081732497533,type2
121,21.09086689244306,14.496614574911526,type2
122,20.67546093570928,13.830729324550003,type2
123,20.5026393059842,14.50695046007015,type2
124,20.15415893987965,13.236194411743863,type2
125,19.96707485192379,12.074945087105823,type2
126,19.757549708342726,13.049689119783952,type2
127,19.396753680129,14.195670313712945,type2
128,19.005808678097114,14.751392652773891,type2
129,19.698852856273568,11.089256422738325,type2
130,19.116236875101055,12.553465854950797,type2
131,18.250217224783157,14.177403956050979,type2
132,18.736919249493692,12.548519651680213,type2
133,18.166255283890592,13.17613901641246,type2
134,18.171146242627383,12.748859639234913,type2
135,17.156770949245388,13.73595936546653,type2
136,18.073748534936364,12.223012694700277,type2
137,16.54491787805459,13.510342184874789,type2
138,17.04957230641204,12.639672032129177,type2
139,16.743573349114982,12.56088222370212,type2
140,17.56716481648043,11.674884559146212,type2
141,15.967599196289363,12.414211154524153,type2
142,18.878650310506902,10.578095944118923,type2
143,17.07635613101432,11.279518917461374,type2
144,17.09542583702106,11.057178538543003,type2
145,16.093749248744466,11.146978708629023,type2
146,19.012142405774018,10.223117476857126,type2
147,15.391349947955884,10.73743615946876,type2
148,18.235037732752822,10.168533462271888,type2
149,18.105487425099746,10.060139246549433,type2
150,15.463659842065214,9.855998802644791,type2
151,17.10810225145864,9.723857246615175,type2
152,15.123039907185298,9.21963119783145,type2
153,16.520675537298242,9.214159915535653,type2
154,15.84110308566233,8.778837684550835,type2
155,15.76158977980064,8.457344839237773,type2
156,18.996112682955644,9.560653461666849,type2
157,17.668610100147617,8.798084970377317,type2
158,18.91794960984883,9.352172998463764,type2
159,17.153377503872225,8.040243705459256,type2
160,16.28999477981283,7.082419646812161,type2
161,16.984182403921157,7.3018252981853555,type2
162,18.20603126397401,8.177338798282245,type2
163,18.225870296853778,7.952545177164293,type2
164,18.152620340154012,7.572571460627758,type2
165,18.667233235247608,7.9967841860659465,type2
166,19.32448459403952,8.829972995580933,type2
167,19.86403962441771,9.725672575658843,type2
168,18.94170176561023,7.473435392302496,type2
169,19.124538337334098,7.470519644965442,type2
170,19.10488061982651,6.762331789348657,type2
171,19.745045191193363,8.781531905715463,type2
172,19.372976388299364,5.638954989112914,type2
173,19.66994311239584,5.848341150032361,type2
174,19.922307819124313,5.103833439369373,type2
175,20.096129647346896,7.98199035495581,type2
176,20.48175036588335,5.680351681002078,type2
177,20.368265731869926,7.911461250057881,type2
178,20.48814648432272,7.987832785738405,type2
179,20.95668925454354,6.9232670121776785,type2
180,21.736728850751945,5.454121113014247,type2
181,20.937344382737656,7.947502101470438,type2
182,21.577323553172548,7.0560611787240175,type2
183,22.200842614210895,6.452918055936655,type2
184,21.55462439075358,7.816835516854857,type2
185,22.86724979735284,6.470705924143912,type2
186,22.998028546033694,6.754168955179617,type2
187,23.11183416872031,7.032872113256866,type2
188,23.669475367232423,6.920944572741158,type2
