,x,y,phenotype
0,18.2507956780869,10.0,type1
1,19.63392953165997,10.294494887796695,type1
2,19.414070438580598,10.563320022081076,type1
3,15.797407030378425,10.153687608052952,type1
4,17.912761307752795,10.755757137259172,type1
5,17.88620695049274,10.947921774427348,type1
6,18.701173213705705,11.481726238605738,type1
7,16.992423441904823,10.948397706509825,type1
8,16.19656491779901,10.665750840856575,type1
9,17.392210413623545,11.537380282011565,type1
10,18.522540892794524,12.593591910572371,type1
11,17.506715362483597,12.103383936126406,type1
12,16.64015297893402,11.563882706616475,type1
13,17.25351579082745,12.439780476252508,type1
14,17.403603995707552,12.958593056868141,type1
15,17.83997401614368,13.98818546909233,type1
16,15.875879913239068,11.411649249863332,type1
17,17.15582770091779,14.023667083363309,type1
18,16.72836122319665,13.784583173315898,type1
19,16.413462206478354,13.699730098455063,type1
20,16.483679817294174,14.77154584475101,type1
21,15.794782292022488,13.276137228975857,type1
22,15.622502712773187,13.530388317613275,type1
23,15.120250395564021,11.078233574570302,type1
24,15.054773335953922,11.149833826471761,type1
25,14.951459190799886,13.059045120793014,type1
26,14.770306113440268,12.889231198419488,type1
27,14.992873525304129,10.049565720233964,type1
28,14.539625150875047,12.200201940475056,type1
29,13.679576296795718,14.77600412095472,type1
30,13.90943800414394,13.150971952403948,type1
31,14.03577575800536,12.301973833597422,type1
32,12.86247649835086,14.312883913160334,type1
33,12.692979443682692,13.99587681764739,type1
34,12.990990660102172,13.019642585979575,type1
35,13.073633583152356,12.53121592663527,type1
36,11.776018287131487,13.720673237723654,type1
37,11.701255261917817,13.351504364447226,type1
38,14.0759861272488,10.826691527639023,type1
39,11.25283867367938,12.946800238018739,type1
40,11.211172314725752,12.60841713829172,type1
41,10.973554295541584,12.410645817708481,type1
42,10.866152950630514,12.13114627420886,type1
43,11.964059431836528,11.328665036963374,type1
44,11.26801638366399,11.358330951115446,type1
45,11.12318562630308,11.138335408321677,type1
46,12.300627210082071,10.609680230737279,type1
47,10.621808939154832,10.700560113020101,type1
48,12.848733747361571,10.205421020354908,type1
49,11.331299162399212,10.116458928334218,type1
50,13.161923482310756,9.941652254865684,type1
51,10.918182296324186,9.6102336674675,type1
52,11.096537085542522,9.375401762390375,type1
53,11.414674010632085,9.190218414947921,type1
54,13.071112592126383,9.433627555153093,type1
55,10.822614578676456,8.479556049580651,type1
56,11.148731182679349,8.314510409333645,type1
57,13.053729463785553,8.996627801580484,type1
58,12.887375359098524,8.735164924901913,type1
59,11.004799208111082,7.24950536626862,type1
60,12.736008435955943,8.219577355013882,type1
61,12.644434785687501,7.892536180571309,type1
62,11.895365200186102,6.845710138929885,type1
63,14.664948961940516,9.613330489560909,type1
64,12.699232189709903,6.9768263846573015,type1
65,12.576327505355854,6.357097732722828,type1
66,13.815143927107288,7.947769082093288,type1
67,13.597142727998502,7.1694530814714845,type1
68,13.62321822384267,6.713092779401848,type1
69,14.160394212007912,7.574118391167312,type1
70,13.850624328605289,5.842680701819405,type1
71,14.554361489698978,7.870225280598247,type1
72,14.399581352523382,5.823996579778528,type1
73,14.925317343108649,9.060595536506638,type1
74,14.937448282339897,6.057986468323762,type1
75,15.164337375146083,6.550133936419179,type1
76,15.401343221615749,6.401327958693324,type1
77,15.709620655191722,5.975541279385965,type1
78,16.115216956838236,5.403013092572117,type1
79,16.297284824905393,5.8279044146972145,type1
80,15.5570719229934,8.541867089861604,type1
81,16.54012742626716,6.627591348391513,type1
82,17.314049006331402,5.681026451185637,type1
83,16.36199320146071,7.804885519008144,type1
84,16.898052194897662,7.334558647283524,type1
85,18.110012927493766,6.1718891004985945,type1
86,16.175888168148116,8.726918619083346,type1
87,16.320892619323732,8.740531431403248,type1
88,18.607719707677195,6.97276372389706,type1
89,17.688655377821718,8.020384986161728,type1
90,17.759075593208433,8.226849783187376,type1
91,18.610520394928187,7.991160401664882,type1
92,16.9527944817831,9.070465761014365,type1
93,19.555986873519274,8.17605799473572,type1
94,19.58114983412335,8.495405300393172,type1
95,17.636416644846324,9.315944395845912,type1
96,17.50550573310728,9.517103350717294,type1
97,19.00732220422557,9.488588851496392,type1
98,19.871925679810946,9.690380011904109,type1
99,18.355533536870475,10.0,type1
100,23.319196696769023,10.0,type2
101,24.799905490573984,10.305042970382624,type2
102,22.674372714652613,10.341301236043615,type2
103,24.8908419734322,10.942632527211426,type2
104,20.82945691840043,10.215214334405506,type2
105,21.92155762637513,10.631100384034122,type2
106,23.218772816178085,11.288602251896979,type2
107,23.46502050056943,11.64935697233508,type2
108,24.196492295313032,12.334865607953649,type2
109,20.372183787536812,10.239187996584619,type2
110,22.584728135148733,11.903095006239182,type2
111,21.862350205096387,11.562697370219311,type2
112,22.824408212850557,12.693067791379613,type2
113,21.33440022786191,11.444695278682282,type2
114,21.841479753275493,12.266675052185679,type2
115,21.830527577810713,12.570616296169703,type2
116,21.74802711519708,12.81728251625654,type2
117,21.734487920745238,13.237272603104014,type2
118,21.707774420723126,13.739504363870282,type2
119,21.599710014915242,14.187232784757558,type2
120,20.0272320326617,10.087578796163744,type2
121,20.71470005314619,12.946033744291075,type2
122,20.75371592423741,14.274535418283985,type2
123,20.39346355521497,13.528018461916082,type2
124,20.1227321492956,12.576464887484399,type2
125,19.95945305041496,12.555271540278879,type2
126,19.739448825021917,13.277373180481979,type2
127,19.72663556021629,11.901291441065968,type2
128,19.566361696776408,12.072423891162439,type2
129,18.99780350581898,13.624968693457639,type2
130,18.59070189450441,14.071899460889279,type2
131,18.880520481385627,12.672627846161179,type2
132,18.923155830014103,12.172749864097163,type2
133,17.82489090825778,13.767399458902515,type2
134,17.5286788959563,13.714520535668559,type2
135,19.399989565375297,10.788404508605758,type2
136,17.455601129672015,12.936392829133188,type2
137,16.555909988090324,13.499174268687172,type2
138,18.320340621545107,11.502748192896421,type2
139,16.657793222001338,12.628340461280583,type2
140,17.54354724226031,11.69114407012901,type2
141,17.288962380013654,11.623106824223148,type2
142,19.06198857685243,10.483578498607296,type2
143,15.996773416351092,11.751993188705343,type2
144,16.18249220515783,11.38945920640176,type2
145,16.262631781555964,11.097390322801035,type2
146,17.310733605840966,10.607397600594004,type2
147,18.326900959468603,10.267714779149504,type2
148,15.9092927178562,10.390615184355084,type2
149,16.649736566556907,10.106350478375681,type2
150,15.505129855191235,9.857315223225386,type2
151,15.1328227535943,9.5352409238147,type2
152,15.24519086068934,9.239176732643214,type2
153,15.2235852298532,8.921199150396495,type2
154,18.08652309600273,9.438152487360718,type2
155,17.311452431554713,9.02144871167714,type2
156,16.233253995081682,8.351501418592015,type2
157,16.74124257315149,8.319993781618527,type2
158,16.29803494334722,7.783621775591946,type2
159,16.695345235823858,7.7249115454585535,type2
160,16.08618531912706,6.922142115380385,type2
161,18.261261144008586,8.444394912876051,type2
162,17.926613986320586,7.893452562785937,type2
163,18.862248005616678,8.686964203372519,type2
164,17.319835258181786,6.47830463552297,type2
165,17.23619382176541,5.845859613766128,type2
166,17.883057301872817,6.333347690131775,type2
167,18.555462072415317,7.085353969196923,type2
168,19.672749251276546,9.218726694707236,type2
169,18.663718048319364,6.139066860711477,type2
170,18.96005885304832,6.238507994563619,type2
171,18.995211328593683,5.197960990272286,type2
172,19.72535538482877,8.089804743539162,type2
173,19.74892522930393,6.841826870118002,type2
174,19.956870832502275,7.281996909984006,type2
175,20.174601136206594,6.3346710757286075,type2
176,20.440491785478233,6.050299625233354,type2
177,20.550613514128813,6.877315587685446,type2
178,20.91174494928803,6.2417361311710025,type2
179,21.134690272551985,6.350811952845133,type2
180,20.929384637370724,7.567340463605902,type2
181,21.849587868895018,5.9499674997089125,type2
182,21.135492340941177,7.880701155425786,type2
183,22.52848216432143,5.9248637894234575,type2
184,21.044841251713905,8.532725766536444,type2
185,22.796944827026593,6.557244221401705,type2
186,21.771290528213136,8.082303187714249,type2
187,22.026817753772512,8.067433175258955,type2
188,23.76851061324377,6.837844134339486,type2
189,21.05351679906917,9.224312014856352,type2
190,22.467278619172276,8.414376311656214,type2
191,20.226626289926802,9.87390851859797,type2
192,21.600442214990377,9.238186173594073,type2
193,23.923152880272553,8.429406508391605,type2
194,24.435884372354806,8.543115078882597,type2
195,21.258229223039553,9.673534623970324,type2
196,24.504598087411292,9.131809880124086,type2
197,21.41089332854134,9.819942959214869,type2
198,21.17341908794788,9.925427022512377,type2
199,24.60873827750462,9.999999999999998,type2
