0,1
1173,1238
1099,1252
1106,1148
31,365
1273,1325
637,849
238,435
243,364
97,310
229,466
543,662
661,797
1074,1344
500,700
967,989
143,462
911,945
925,992
836,914
1229,1254
660,954
1207,1352
727,864
31,486
678,971
851,899
1129,1252
617,732
1061,1383
816,941
1101,1190
868,988
0,126
352,428
640,715
518,726
1126,1283
1093,1106
1312,1373
1290,1471
1108,1494
1050,1373
310,431
1023,1127
168,347
526,995
60,176
1051,1225
1345,1443
64,146
75,421
616,888
115,457
776,877
503,602
1322,1459
742,884
307,398
73,231
253,427
574,662
1167,1256
309,328
105,449
678,719
609,885
183,368
227,554
775,917
541,750
902,958
512,952
162,165
653,662
714,907
112,344
779,887
70,427
933,945
1019,1134
1124,1187
218,325
269,407
169,469
96,485
1018,1169
556,586
420,954
1068,1255
1026,1438
1067,1439
760,910
119,468
202,237
577,788
291,431
918,938
604,662
176,450
156,206
1003,1045
668,683
611,672
24,352
252,359
552,700
582,988
285,356
1083,1419
98,121
1218,1235
1155,1295
777,855
272,274
723,884
0,260
139,418
93,451
1347,1465
900,925
693,712
552,736
501,511
727,854
11,498
1210,1496
678,865
1178,1284
115,326
189,275
1283,1300
1337,1420
756,917
422,483
713,955
147,278
86,268
880,952
305,343
278,618
89,273
132,271
1165,1466
232,358
644,940
1107,1116
1205,1273
806,859
130,347
1405,1447
76,339
1203,1349
568,838
564,688
896,932
614,954
520,761
1356,1411
606,950
586,855
1327,1384
1247,1275
525,696
1084,1248
557,828
32,189
803,969
516,647
716,821
562,763
1126,1250
1137,1488
204,417
404,442
1372,1391
591,826
522,992
577,742
809,985
262,358
109,265
149,301
962,998
1062,1085
626,1049
1301,1367
847,868
1213,1254
739,926
645,653
631,755
502,833
675,941
696,735
876,931
242,385
594,687
1021,1169
993,1336
367,416
899,914
1219,1270
1036,1334
630,646
1335,1481
1073,1481
775,884
1025,1404
1060,1282
500,536
764,991
1050,1497
1063,1287
76,208
163,213
1127,1308
584,880
1231,1365
1111,1220
932,952
69,205
502,581
268,414
841,950
1314,1399
560,937
361,462
625,917
893,997
364,467
577,611
1163,1266
2,151
723,851
594,929
886,1366
147,389
1153,1338
512,896
3,381
303,493
1389,1434
1235,1376
167,489
207,296
706,883
1247,1350
218,305
1190,1490
117,259
50,169
543,596
154,406
690,1432
1186,1227
57,473
1063,1385
225,286
536,965
802,972
297,311
1076,1095
153,297
148,331
551,981
60,218
546,786
1271,1450
26,76
690,1059
615,965
170,206
522,923
35,161
248,305
289,306
709,929
767,870
1027,1175
1046,1188
172,395
232,446
1106,1239
1180,1188
666,967
406,482
670,937
111,156
1024,1169
48,365
1161,1440
1207,1407
106,306
33,93
17,414
606,629
3,479
24,273
1170,1488
1404,1426
924,938
1123,1184
661,973
247,467
321,416
574,596
547,579
1113,1219
1045,1493
592,730
1146,1167
124,396
806,839
1164,1221
957,971
222,373
1222,1391
1009,1018
702,867
12,191
1313,1429
83,480
135,261
28,135
34,444
525,941
567,678
725,886
1352,1393
1112,1295
131,376
1035,1457
203,252
1329,1409
395,422
1274,1330
70,253
324,398
736,980
116,369
175,455
502,813
1316,1412
634,969
142,278
601,792
18,471
1087,1323
854,972
253,374
501,625
207,407
827,875
773,904
1104,1412
1304,1437
63,479
710,735
669,846
477,496
643,794
262,279
795,922
1274,1451
579,809
1247,1317
571,805
1059,1117
218,272
546,632
399,433
1119,1168
1290,1395
43,240
108,486
510,566
1000,1476
595,753
168,271
513,800
120,231
621,662
213,279
1393,1407
1240,1314
1159,1240
570,925
750,892
75,345
113,457
1154,1390
1074,1281
287,493
1121,1213
33,348
342,429
70,495
1256,1258
1224,1342
1075,1362
1223,1346
1062,1163
1013,1387
60,450
181,331
340,355
1047,1120
1066,1133
685,804
644,766
915,1495
1315,1465
73,276
1068,1179
1241,1250
11,301
191,497
71,352
1245,1486
1092,1307
38,175
593,806
85,250
1373,1406
576,753
573,827
574,792
100,235
1098,1323
518,748
1019,1179
1212,1308
714,723
752,835
736,970
222,340
114,169
1382,1496
280,467
151,316
136,602
1042,1427
1137,1170
450,469
1337,1344
1270,1291
1113,1487
1015,1330
782,942
793,988
1075,1195
1072,1306
1186,1328
1208,1459
280,323
1023,1450
1037,1348
37,187
604,792
142,618
130,235
729,823
343,379
1122,1163
1034,1279
49,161
258,829
1131,1132
1174,1210
507,859
27,142
610,988
1086,1246
677,898
641,975
503,745
1015,1451
833,916
763,1495
767,791
1426,1430
764,902
124,196
1236,1306
1101,1490
61,256
1428,1476
128,166
1085,1402
679,714
546,599
37,164
1377,1417
82,315
135,470
28,344
1181,1455
521,771
1176,1260
1329,1353
20,260
773,992
1060,1085
531,821
598,645
1002,1489
1242,1470
642,688
683,689
862,920
6,361
521,627
782,811
161,235
1194,1430
1280,1353
5,216
125,169
65,267
1124,1222
572,858
1138,1498
1265,1310
510,654
3,63
128,323
268,446
1322,1435
675,721
1187,1390
92,257
685,771
1118,1147
750,751
930,947
529,752
1135,1465
1013,1210
1033,1188
193,308
1060,1062
1241,1482
1034,1269
448,534
1000,1276
420,701
520,639
1037,1423
1171,1423
31,102
683,931
1001,1357
569,680
789,949
381,480
92,234
1159,1305
1119,1269
1297,1355
277,279
21,439
903,970
255,377
108,178
594,709
153,329
287,329
159,409
605,904
265,390
1110,1385
156,483
251,263
1090,1327
54,472
1209,1427
21,66
781,837
1006,1184
1077,1244
1037,1171
