0,1
67,68
59,64
18,26
26,39
159,160
118,122
8,9
40,41
11,14
129,137
148,150
132,133
151,155
41,42
133,134
3,6
125,130
173,179
14,15
144,152
103,111
122,124
106,107
155,158
15,16
47,48
36,48
96,99
18,21
47,57
1,99
147,153
191,196
48,49
80,81
140,141
169,177
121,137
151,159
81,82
25,29
162,165
133,138
3,10
51,59
14,19
55,56
88,90
107,112
147,148
29,31
69,76
21,36
62,64
110,113
54,60
154,156
146,152
181,182
22,27
176,180
187,189
158,162
7,11
128,130
120,126
40,44
129,131
113,114
161,163
10,12
91,95
102,104
25,28
162,164
146,147
194,196
43,45
100,198
87,88
23,94
17,20
179,180
65,69
28,29
76,78
68,74
109,112
88,89
120,121
168,170
180,181
29,30
180,190
21,26
101,107
80,84
169,171
153,154
2,3
172,176
2,12
83,86
91,99
62,63
110,112
102,108
154,155
72,76
51,53
143,145
127,128
9,11
57,60
28,33
117,120
128,129
160,161
58,61
69,70
150,153
149,197
161,162
10,11
83,90
102,103
32,35
16,18
100,188
43,44
35,40
124,127
164,172
135,136
17,19
65,68
187,192
76,77
57,73
103,198
79,88
149,174
50,52
101,106
190,193
134,140
113,117
39,42
13,17
24,26
72,75
105,109
135,140
176,178
46,50
38,46
9,10
186,191
117,119
149,151
157,164
49,73
120,124
168,173
42,43
50,56
134,135
182,184
142,148
31,33
60,69
123,125
115,121
104,121
64,66
72,79
56,62
156,158
89,95
109,110
57,72
27,31
71,74
82,83
42,47
90,96
101,105
142,143
39,41
83,84
131,133
115,116
75,89
196,199
175,176
34,48
24,25
101,199
93,97
16,21
105,108
2,95
116,117
164,166
137,149
108,113
26,34
5,11
78,81
167,168
186,190
170,173
149,150
19,22
149,159
30,31
63,65
90,91
4,6
182,183
52,55
171,183
31,32
141,142
104,111
37,39
85,88
64,65
37,48
156,157
5,6
38,40
97,98
130,132
0,4
11,13
19,26
148,149
119,122
63,69
163,165
12,14
163,174
44,46
60,72
1,4
196,198
122,123
74,83
45,47
137,139
174,188
137,148
174,197
26,33
59,67
78,80
126,129
70,76
159,163
170,172
130,136
48,57
11,17
189,194
192,196
171,173
163,169
4,5
44,50
133,137
173,182
144,146
37,47
166,170
193,196
15,19
26,28
177,188
59,62
26,37
70,71
167,171
130,131
178,180
92,95
140,144
151,153
121,149
44,45
152,154
34,37
74,82
155,156
114,118
37,42
137,138
55,59
177,183
18,19
59,66
188,189
36,73
188,198
121,126
100,103
132,135
41,44
25,27
33,40
3,8
73,94
165,168
144,145
100,197
14,17
111,197
103,104
74,77
106,109
85,86
195,196
15,18
139,142
118,119
77,78
21,34
140,143
172,175
54,58
33,35
81,84
0,96
51,52
84,86
125,136
22,25
143,144
66,68
12,97
23,97
114,117
158,160
7,9
47,54
147,150
58,60
180,184
188,197
191,193
77,82
169,174
132,134
184,190
73,75
146,154
3,7
165,167
14,16
95,99
155,159
187,191
36,49
139,141
61,69
161,165
10,14
2,10
54,57
183,189
162,166
32,38
194,198
84,85
124,130
87,90
195,199
179,182
117,118
88,91
136,140
191,192
77,81
150,151
142,147
131,137
62,65
110,114
94,97
75,93
13,20
0,99
154,157
146,153
165,166
23,73
35,38
124,125
116,121
164,170
95,98
143,147
127,130
65,66
198,199
68,71
157,158
6,7
128,131
120,127
149,163
139,140
58,63
21,23
69,72
190,191
134,138
182,187
39,40
113,115
91,96
131,132
75,79
54,56
183,188
72,73
108,121
102,199
179,181
65,70
138,140
28,30
76,79
3,95
157,162
6,11
168,171
50,54
61,63
20,22
171,182
190,195
153,155
111,149
112,114
23,36
83,87
75,92
53,55
175,179
24,28
145,147
2,98
116,120
127,129
86,88
46,52
49,57
68,70
3,99
27,29
160,162
189,198
79,85
42,45
171,177
182,186
31,35
112,118
183,187
53,59
105,106
102,198
78,79
138,139
126,137
130,135
19,20
79,80
71,76
79,89
111,121
52,53
175,178
45,50
56,59
105,110
145,146
193,195
137,142
2,97
108,115
67,74
5,13
86,87
46,51
89,92
178,179
170,175
19,24
30,33
79,84
119,120
60,61
182,185
12,21
6,99
21,97
34,36
93,94
45,54
174,177
56,63
185,186
108,110
126,127
118,123
159,161
186,187
8,10
105,199
27,32
189,192
92,98
100,111
119,124
82,84
192,194
41,43
163,167
33,39
12,16
181,184
73,93
104,108
152,157
115,117
1,6
74,76
122,125
93,98
56,58
166,168
185,190
107,109
107,118
167,169
89,91
0,1
40,46
108,199
92,93
184,185
52,56
141,143
173,175
22,24
66,67
101,195
158,159
7,8
