x,y,phenotype,niche,type1,type2,patient,1,2
0.6448820827652864,0.2267392778066688,type1,1,1,0,1,1,0
1.2140721919617732,0.06326009285998,type1,1,1,0,1,1,0
1.255373057114879,1.4923093220257204,type1,1,1,0,1,1,0
1.4947953428113958,1.2017671539729116,type1,1,1,0,1,1,0
0.8384790416706691,0.045415142378911,type1,1,1,0,1,1,0
0.2464342165623283,1.952705690061272,type1,1,1,0,1,1,0
1.7007300898999531,0.2916807465078859,type1,1,1,0,1,1,0
1.684220590920481,1.9867680312992155,type1,1,1,0,1,1,0
1.4888873781181922,1.8844235803000204,type1,1,1,0,1,1,0
1.9348776587257388,0.3865462964016626,type1,1,1,0,1,1,0
1.9282472865466584,1.6722231648570745,type1,1,1,0,1,1,0
0.6484695129957554,1.4832150792422982,type1,1,1,0,1,1,0
1.981643612267229,1.2220852719504611,type1,1,1,0,1,1,0
1.165008246922608,0.5590988581329015,type1,1,1,0,1,1,0
1.8819738429182549,1.3911689388243584,type1,1,1,0,1,1,0
0.4005824773591995,1.2888548300978837,type1,1,1,0,1,1,0
0.7133911546478862,1.564733335242257,type1,1,1,0,1,1,0
1.9476687675435216,1.589078558950268,type1,1,1,0,1,1,0
0.5166508173195754,0.6335215996389705,type1,1,1,0,1,1,0
1.6735119491452808,1.995714907308572,type1,1,1,0,1,1,0
0.9380881554870252,0.6629808090327545,type1,1,1,0,1,1,0
1.5968337202459135,0.39791609566029,type1,1,1,0,1,1,0
0.6742331738934275,0.7469910615998057,type1,1,1,0,1,1,0
1.1324739821107117,0.5007052241538603,type1,1,1,0,1,1,0
1.7780861946265618,1.254976124699451,type1,1,1,0,1,1,0
1.5315345745725313,0.1777666158745929,type1,1,1,0,1,1,0
1.8385374583019176,1.9759890833998304,type1,1,1,0,1,1,0
1.4062678609693788,0.184715407461385,type1,1,1,0,1,1,0
0.5541154429800932,1.774273629423184,type1,1,1,0,1,1,0
1.2210322432884668,0.9473091028542816,type1,1,1,0,1,1,0
0.1993756391781473,0.0236673397642617,type1,1,1,0,1,1,0
1.9853653028241556,1.3467045748059954,type1,1,1,0,1,1,0
1.4892438233337957,1.0296268292027846,type1,1,1,0,1,1,0
1.87079172999641,0.8854487947225351,type1,1,1,0,1,1,0
0.3169847270202623,1.2663655361302968,type1,1,1,0,1,1,0
1.1295797831828651,1.2204385123825152,type1,1,1,0,1,1,0
0.6745863988531242,1.9963470781055637,type1,1,1,0,1,1,0
0.7153742717307789,0.2196227501477203,type1,1,1,0,1,1,0
0.5934227356160513,0.8332771794070821,type1,1,1,0,1,1,0
1.2873185932611233,0.2909426313988705,type1,1,1,0,1,1,0
