0,1
17,467
691,820
649,823
21,208
5,492
66,359
653,793
307,385
593,928
53,160
605,902
726,783
150,358
641,675
808,852
539,664
678,971
585,780
183,391
602,869
235,401
281,368
625,852
119,226
205,266
259,386
214,463
119,491
141,250
426,499
232,368
58,252
98,288
110,262
109,154
534,855
960,963
504,683
564,734
137,252
610,701
49,139
671,680
283,455
902,958
180,479
85,470
558,919
360,409
645,807
16,456
11,112
82,172
683,690
29,166
25,312
66,313
746,975
813,885
183,489
476,742
303,405
438,450
116,170
535,648
208,253
639,885
598,996
518,824
665,757
651,859
210,442
438,486
708,984
29,287
649,669
294,441
892,921
862,898
147,278
133,380
553,557
76,254
811,852
841,960
152,478
232,358
538,550
594,939
46,353
712,931
226,320
95,245
102,104
699,768
105,295
171,469
37,240
31,80
42,355
525,997
607,770
453,483
526,553
872,961
759,904
104,186
4,99
403,482
567,999
714,789
11,223
91,481
51,179
197,233
130,180
14,377
94,257
114,235
349,367
121,131
254,395
585,989
619,636
692,706
101,381
836,979
856,994
843,875
763,766
120,251
374,396
720,804
864,934
704,716
576,796
649,780
695,896
100,458
741,863
375,397
159,364
30,213
15,499
646,976
408,430
632,812
138,426
659,686
252,411
422,450
198,327
111,179
592,897
113,225
552,824
434,460
585,858
233,290
178,354
631,974
84,347
832,878
841,963
341,497
517,988
611,766
118,159
898,945
277,332
8,473
128,389
517,579
576,665
240,450
633,790
581,600
832,999
531,779
64,224
143,517
745,851
817,956
311,330
213,469
159,498
647,810
49,446
169,282
508,651
787,969
719,914
114,166
560,698
906,926
675,764
155,469
541,913
715,800
721,880
206,285
500,503
718,991
0,37
70,361
571,792
264,375
660,986
506,662
232,459
717,882
617,944
704,912
631,699
582,657
60,352
374,399
607,750
592,707
218,380
677,931
711,807
825,829
606,907
333,483
119,294
783,948
255,420
21,253
295,456
260,498
128,199
44,465
806,937
250,341
541,782
508,605
5,393
546,897
692,951
126,274
794,819
519,614
70,230
150,259
679,868
833,926
179,402
200,345
672,829
631,977
32,123
270,440
3,325
513,921
260,475
607,848
666,934
614,744
185,481
9,750
812,988
9,521
571,782
258,322
537,640
590,795
418,460
657,705
142,376
642,842
675,839
709,752
181,367
333,352
387,472
666,790
32,244
186,302
724,731
602,891
148,455
22,50
47,223
361,419
173,219
731,892
845,877
512,588
763,844
808,995
34,326
122,173
30,435
135,866
306,339
51,378
624,914
609,642
758,850
44,46
202,403
660,989
80,377
668,813
559,906
842,849
732,977
144,398
258,420
37,43
790,838
162,452
395,425
814,903
54,132
719,894
353,428
534,589
926,964
283,369
120,342
562,687
520,541
44,432
508,981
569,582
14,180
93,473
228,289
821,883
720,751
538,860
559,654
558,954
202,236
941,984
833,893
24,495
597,802
217,252
510,883
146,457
686,959
658,897
927,942
604,926
203,353
577,643
500,954
127,214
687,960
128,179
766,844
718,804
590,618
255,485
561,820
50,116
534,723
579,874
12,89
404,464
689,862
267,495
922,984
140,274
346,379
284,404
277,279
581,956
114,401
628,851
552,892
187,242
153,329
560,753
606,720
104,473
70,331
717,816
371,408
648,945
516,646
282,479
522,726
547,899
607,684
401,436
846,966
511,567
597,756
562,798
556,575
569,657
42,125
601,726
178,772
207,341
754,968
567,733
106,109
244,488
42,390
29,420
656,927
784,847
16,72
215,281
92,476
525,852
738,996
332,457
252,348
919,928
150,337
196,304
527,961
775,883
112,310
203,428
68,383
89,177
329,424
106,495
201,275
71,165
509,656
162,432
852,995
880,977
663,979
65,90
825,861
637,661
2,150
268,449
1,334
207,439
39,217
225,344
177,267
26,772
230,279
829,867
749,758
0,491
160,214
767,892
831,913
35,448
714,922
684,750
274,357
26,484
608,611
604,906
512,643
105,176
371,375
117,150
580,814
65,368
892,900
638,904
196,379
67,414
908,993
125,355
765,944
39,86
17,413
610,778
63,151
204,239
620,971
734,993
541,827
808,942
66,305
658,854
550,912
270,449
543,873
122,205
265,370
591,949
538,794
684,848
63,272
502,691
602,815
274,455
720,950
61,82
400,451
401,416
32,433
46,188
205,212
543,994
589,732
290,319
83,106
54,308
223,229
943,964
474,485
191,313
133,192
384,448
209,367
736,750
2,117
54,164
747,945
360,499
25,137
265,347
704,803
128,378
94,236
19,471
566,869
686,785
647,714
347,422
638,894
39,40
250,340
216,347
87,462
101,131
535,738
47,389
78,413
433,461
45,236
525,544
617,956
769,941
830,920
96,287
323,329
936,938
587,784
548,676
688,836
246,491
79,234
233,292
205,310
870,992
237,262
83,204
822,952
88,319
969,971
565,881
388,431
760,977
746,813
773,916
684,838
371,378
524,620
117,382
624,707
95,443
169,392
42,59
31,687
152,339
350,440
443,488
515,656
220,330
806,985
466,471
759,873
124,362
810,955
91,185
403,451
634,729
153,276
146,237
718,728
231,344
76,321
676,731
314,458
302,404
221,416
554,705
389,409
41,220
167,216
526,643
622,876
42,301
323,463
9,124
741,976
816,890
529,797
88,188
716,803
740,980
549,891
14,467
508,859
527,872
761,810
286,517
787,948
77,263
162,487
516,570
396,425
536,548
681,823
280,479
926,999
78,344
630,857
70,111
803,928
437,462
795,924
514,911
628,896
856,940
221,429
594,754
688,947
99,403
662,809
368,448
139,210
612,808
458,521
292,309
609,919
257,351
278,410
641,987
376,424
33,579
106,154
458,871
185,447
846,867
946,954
937,985
260,477
531,977
97,370
511,733
101,340
76,167
203,208
500,760
781,859
800,872
801,837
702,715
192,464
86,217
25,58
197,313
670,762
563,636
721,993
301,407
686,706
934,957
94,422
862,968
808,997
856,894
174,451
698,982
