"","x","y","coords.x","coords.y","CellType","ImageNb","aggregatedNeighbors.type1","aggregatedNeighbors.type2","clustered_neighbors"
"1",19.7648589706617,10,19.7648589706617,10,"type1","1",0.4,0.6,"1"
"2",18.248086321991,10.2064219601126,18.248086321991,10.2064219601126,"type1","1",0.2,0.8,"2"
"3",19.4036210475494,10.5619864794319,19.4036210475494,10.5619864794319,"type1","1",0.4,0.6,"1"
"4",19.6441585943939,10.8950882028871,19.6441585943939,10.8950882028871,"type1","1",0.6,0.4,"1"
"5",19.4995992973658,11.1674847076344,19.4995992973658,11.1674847076344,"type1","1",0.6,0.4,"1"
"6",18.5645962506679,11.1707263065364,18.5645962506679,11.1707263065364,"type1","1",0.8,0.2,"3"
"7",18.0193052476485,11.2087474834288,18.0193052476485,11.2087474834288,"type1","1",0.6,0.4,"1"
"8",19.1206450760762,11.9614356352661,19.1206450760762,11.9614356352661,"type1","1",0.4,0.6,"1"
"9",18.4082568362018,11.8963031765383,18.4082568362018,11.8963031765383,"type1","1",0.6,0.4,"1"
"10",18.0275099298634,11.9456624899128,18.0275099298634,11.9456624899128,"type1","1",0.4,0.6,"1"
"11",16.8658459562694,11.3737932719116,16.8658459562694,11.3737932719116,"type1","1",0.6,0.4,"1"
"12",18.3892843284064,12.8439472299207,18.3892843284064,12.8439472299207,"type1","1",0,1,"2"
"13",17.0713865960069,11.9750631299757,17.0713865960069,11.9750631299757,"type1","1",0.2,0.8,"2"
"14",17.4571792140915,12.6602777302895,17.4571792140915,12.6602777302895,"type1","1",0.2,0.8,"2"
"15",16.326997000478,11.633398895621,16.326997000478,11.633398895621,"type1","1",0.8,0.2,"3"
"16",16.1698596705569,11.6428380374154,16.1698596705569,11.6428380374154,"type1","1",0.8,0.2,"3"
"17",15.8697917702253,11.4018370342975,15.8697917702253,11.4018370342975,"type1","1",0.8,0.2,"3"
"18",15.5183555005117,10.9674659825557,15.5183555005117,10.9674659825557,"type1","1",0.6,0.4,"1"
"19",15.8690944298999,11.9030513478764,15.8690944298999,11.9030513478764,"type1","1",0.8,0.2,"3"
"20",16.7494343978926,14.5791355916632,16.7494343978926,14.5791355916632,"type1","1",0.4,0.6,"1"
"21",16.4169771801424,14.5570287451548,16.4169771801424,14.5570287451548,"type1","1",0.6,0.4,"1"
"22",15.5583583732265,12.3015845622113,15.5583583732265,12.3015845622113,"type1","1",0.8,0.2,"3"
"23",15.4910603172297,12.7849414494404,15.4910603172297,12.7849414494404,"type1","1",0.8,0.2,"3"
"24",15.552320193722,14.9524176115261,15.552320193722,14.9524176115261,"type1","1",0.8,0.2,"3"
"25",15.1800901037804,13.7805565341819,15.1800901037804,13.7805565341819,"type1","1",0.8,0.2,"3"
"26",14.9694640458436,11.9243779226201,14.9694640458436,11.9243779226201,"type1","1",1,0,"3"
"27",14.6905093673108,13.8929638266699,14.6905093673108,13.8929638266699,"type1","1",1,0,"3"
"28",14.7368332398511,11.8303650212881,14.7368332398511,11.8303650212881,"type1","1",1,0,"3"
"29",14.7482756093776,11.2030294308322,14.7482756093776,11.2030294308322,"type1","1",0.8,0.2,"3"
"30",14.1821258583061,12.9582703352518,14.1821258583061,12.9582703352518,"type1","1",1,0,"3"
"31",13.7377838590994,13.64693403306,13.7377838590994,13.64693403306,"type1","1",1,0,"3"
"32",13.7404535435844,13.0070214568255,13.7404535435844,13.0070214568255,"type1","1",1,0,"3"
"33",13.6016947147462,12.8213623690243,13.6016947147462,12.8213623690243,"type1","1",1,0,"3"
"34",13.1453503100188,13.2123474932893,13.1453503100188,13.2123474932893,"type1","1",1,0,"3"
"35",13.8138001502705,11.7829183322303,13.8138001502705,11.7829183322303,"type1","1",1,0,"3"
"36",12.1916246629919,13.6901621201626,12.1916246629919,13.6901621201626,"type1","1",1,0,"3"
"37",12.6665693163538,12.6929225628271,12.6665693163538,12.6929225628271,"type1","1",1,0,"3"
"38",13.3929555765928,11.6327472498042,13.3929555765928,11.6327472498042,"type1","1",1,0,"3"
"39",11.9155787134527,12.7595526652279,11.9155787134527,12.7595526652279,"type1","1",1,0,"3"
"40",11.9241455549578,12.4188786714613,11.9241455549578,12.4188786714613,"type1","1",1,0,"3"
"41",12.1634650129276,11.9528115523439,12.1634650129276,11.9528115523439,"type1","1",1,0,"3"
"42",12.0524301749334,11.7647194058354,12.0524301749334,11.7647194058354,"type1","1",1,0,"3"
"43",12.8430267734056,11.1119969850181,12.8430267734056,11.1119969850181,"type1","1",1,0,"3"
"44",11.753389933062,11.4208635471423,11.753389933062,11.4208635471423,"type1","1",1,0,"3"
"45",13.2854232293049,10.6240549088973,13.2854232293049,10.6240549088973,"type1","1",1,0,"3"
"46",11.0553408580302,11.1582564296939,11.0553408580302,11.1582564296939,"type1","1",1,0,"3"
"47",11.1576962489806,10.8678225720559,11.1576962489806,10.8678225720559,"type1","1",1,0,"3"
"48",13.1366123639183,10.2981631077292,13.1366123639183,10.2981631077292,"type1","1",1,0,"3"
"49",10.1641287060725,10.4617697201754,10.1641287060725,10.4617697201754,"type1","1",1,0,"3"
"50",11.5053327833896,10.1109344198251,11.5053327833896,10.1109344198251,"type1","1",1,0,"3"
"51",11.7573486846129,9.89706555157588,11.7573486846129,9.89706555157588,"type1","1",1,0,"3"
"52",11.0108584258253,9.61908316485599,11.0108584258253,9.61908316485599,"type1","1",1,0,"3"
"53",10.6923568875265,9.3107283570347,10.6923568875265,9.3107283570347,"type1","1",1,0,"3"
"54",10.3913067821907,8.95908073352228,10.3913067821907,8.95908073352228,"type1","1",1,0,"3"
"55",11.6208412165906,9.00778945734561,11.6208412165906,9.00778945734561,"type1","1",1,0,"3"
"56",12.0500907574575,8.92632084192775,12.0500907574575,8.92632084192775,"type1","1",1,0,"3"
"57",11.1981747964386,8.33614917314607,11.1981747964386,8.33614917314607,"type1","1",1,0,"3"
"58",11.2532070452614,8.06839398014471,11.2532070452614,8.06839398014471,"type1","1",1,0,"3"
"59",11.1070216072906,7.66926148527894,11.1070216072906,7.66926148527894,"type1","1",1,0,"3"
"60",11.0083788155105,7.25196974577186,11.0083788155105,7.25196974577186,"type1","1",1,0,"3"
"61",11.561068208975,7.29559414772427,11.561068208975,7.29559414772427,"type1","1",1,0,"3"
"62",13.779670294682,8.90820229212696,13.779670294682,8.90820229212696,"type1","1",0.8,0.2,"3"
"63",13.8663054668413,8.84817332727586,13.8663054668413,8.84817332727586,"type1","1",0.8,0.2,"3"
"64",11.7794292792671,6.28326325704689,11.7794292792671,6.28326325704689,"type1","1",1,0,"3"
"65",12.9443286720207,7.29887940331536,12.9443286720207,7.29887940331536,"type1","1",1,0,"3"
"66",13.5973663275871,7.89177069233416,13.5973663275871,7.89177069233416,"type1","1",1,0,"3"
"67",13.4642910906332,7.34007414334048,13.4642910906332,7.34007414334048,"type1","1",1,0,"3"
"68",13.4438503673867,6.86015488868767,13.4438503673867,6.86015488868767,"type1","1",1,0,"3"
"69",14.0946448892309,7.83856940705734,14.0946448892309,7.83856940705734,"type1","1",1,0,"3"
"70",13.4429030395796,5.50106379270381,13.4429030395796,5.50106379270381,"type1","1",1,0,"3"
"71",14.1243765719692,6.83284911462043,14.1243765719692,6.83284911462043,"type1","1",1,0,"3"
"72",14.1281269894822,5.8331852983817,14.1281269894822,5.8331852983817,"type1","1",1,0,"3"
"73",14.5093808308546,6.58766872583332,14.5093808308546,6.58766872583332,"type1","1",1,0,"3"
"74",14.6358945149141,5.42005691669891,14.6358945149141,5.42005691669891,"type1","1",1,0,"3"
"75",14.9560580817679,7.23077730302861,14.9560580817679,7.23077730302861,"type1","1",1,0,"3"
"76",15.1758519253693,6.30841377983752,15.1758519253693,6.30841377983752,"type1","1",1,0,"3"
"77",15.528347389949,5.26253620865348,15.528347389949,5.26253620865348,"type1","1",1,0,"3"
"78",15.3845104644689,7.81933279340461,15.3845104644689,7.81933279340461,"type1","1",0.8,0.2,"3"
"79",15.4607297870549,8.10084595112482,15.4607297870549,8.10084595112482,"type1","1",0.6,0.4,"1"
"80",15.6066687062152,8.04894053923244,15.6066687062152,8.04894053923244,"type1","1",0.8,0.2,"3"
"81",16.655668625894,5.66629583712083,16.655668625894,5.66629583712083,"type1","1",0.8,0.2,"3"
"82",15.7969581273339,8.2549051216465,15.7969581273339,8.2549051216465,"type1","1",0.6,0.4,"1"
"83",17.1496002959599,5.98795583266714,17.1496002959599,5.98795583266714,"type1","1",0.6,0.4,"1"
"84",16.9733077741881,6.81963429338075,16.9733077741881,6.81963429338075,"type1","1",0.6,0.4,"1"
"85",16.3155512146091,8.15256681641231,16.3155512146091,8.15256681641231,"type1","1",0.6,0.4,"1"
"86",15.9861745522665,8.78611901610816,15.9861745522665,8.78611901610816,"type1","1",0.4,0.6,"1"
"87",15.6797567396005,9.26405786521278,15.6797567396005,9.26405786521278,"type1","1",0.2,0.8,"2"
"88",17.276680786549,7.82918925472183,17.276680786549,7.82918925472183,"type1","1",0.2,0.8,"2"
"89",18.327893995637,7.20756537566394,18.327893995637,7.20756537566394,"type1","1",0.4,0.6,"1"
"90",18.9338556409182,7.10356345656192,18.9338556409182,7.10356345656192,"type1","1",0.2,0.8,"2"
"91",18.1204725297457,7.99459407480671,18.1204725297457,7.99459407480671,"type1","1",0.2,0.8,"2"
"92",18.4862521055825,8.06030142100536,18.4862521055825,8.06030142100536,"type1","1",0.2,0.8,"2"
"93",19.168430429052,8.01581843722982,19.168430429052,8.01581843722982,"type1","1",0.4,0.6,"1"
"94",19.1619808831116,8.33379419902712,19.1619808831116,8.33379419902712,"type1","1",0.6,0.4,"1"
"95",18.5336993542061,8.83942121282744,18.5336993542061,8.83942121282744,"type1","1",0.4,0.6,"1"
"96",19.4851734535232,8.83625828167819,19.4851734535232,8.83625828167819,"type1","1",0.4,0.6,"1"
"97",18.9382868100336,9.24095743252563,18.9382868100336,9.24095743252563,"type1","1",0.4,0.6,"1"
"98",17.1571334702022,9.7247084089449,17.1571334702022,9.7247084089449,"type1","1",0.4,0.6,"1"
"99",16.5587423550133,9.90093900828501,16.5587423550133,9.90093900828501,"type1","1",0.4,0.6,"1"
"100",18.1546400764168,10,18.1546400764168,10,"type1","1",0.2,0.8,"2"
"101",24.3923784754561,10,24.3923784754561,10,"type2","1",0,1,"2"
"102",21.6097735168442,10.1023041174843,21.6097735168442,10.1023041174843,"type2","1",0,1,"2"
