"","x","y","coords.x","coords.y","CellType","ImageNb","aggregatedNeighbors.A","aggregatedNeighbors.B","aggregatedNeighbors.C","aggregatedNeighbors.D","clustered_neighbors"
"1",7.30437698925663,10.4312342720843,7.30437698925663,10.4312342720843,"A","1",0.6,0.2,0.2,0,"1"
"2",7.51910806507006,9.6106779369218,7.51910806507006,9.6106779369218,"A","1",0.6,0,0.4,0,"1"
"3",8.28588864080754,10.0120474883302,8.28588864080754,10.0120474883302,"A","1",1,0,0,0,"1"
"4",10.7754040323324,12.5833071042708,10.7754040323324,12.5833071042708,"A","1",0.8,0.2,0,0,"1"
"5",9.2378644701134,9.64700467620824,9.2378644701134,9.64700467620824,"A","1",1,0,0,0,"1"
"6",10.5399207775074,8.8083540139602,10.5399207775074,8.8083540139602,"A","1",1,0,0,0,"1"
"7",7.24923742101941,10.8558403563843,7.24923742101941,10.8558403563843,"A","1",0.6,0.2,0.2,0,"1"
"8",10.6470413161929,11.4216514093716,10.6470413161929,11.4216514093716,"A","1",0.8,0.2,0,0,"1"
"9",9.65492036499052,9.65000315477477,9.65492036499052,9.65000315477477,"A","1",0.8,0.2,0,0,"1"
"10",12.7389949259531,9.8091998554344,12.7389949259531,9.8091998554344,"A","1",0.2,0.4,0.4,0,"2"
"11",8.92403434462227,10.0662994232483,8.92403434462227,10.0662994232483,"A","1",1,0,0,0,"1"
"12",10.0835501537146,12.2269195804818,10.0835501537146,12.2269195804818,"A","1",1,0,0,0,"1"
"13",11.8272134320194,11.8963094868825,11.8272134320194,11.8963094868825,"A","1",0.6,0.4,0,0,"1"
"14",9.31379395257636,7.51209465940854,9.31379395257636,7.51209465940854,"A","1",0.6,0.2,0,0.2,"1"
"15",10.3052380895912,8.16792833379066,10.3052380895912,8.16792833379066,"A","1",0.6,0.4,0,0,"1"
"16",9.31982896087949,11.7989819281832,9.31982896087949,11.7989819281832,"A","1",0.8,0.2,0,0,"1"
"17",10.6986636108804,11.3301223113866,10.6986636108804,11.3301223113866,"A","1",1,0,0,0,"1"
"18",7.87274232711322,8.05545725541678,7.87274232711322,8.05545725541678,"A","1",0.2,0,0.6,0.2,"2"
"19",12.2706031325445,10.4463258335683,12.2706031325445,10.4463258335683,"A","1",0.8,0.2,0,0,"1"
"20",7.73042204418138,11.9615118587604,7.73042204418138,11.9615118587604,"A","1",0.6,0,0.2,0.2,"1"
"21",9.09878504921956,7.31824013170888,9.09878504921956,7.31824013170888,"A","1",0.6,0,0.2,0.2,"1"
"22",11.1764442951583,10.910553525129,11.1764442951583,10.910553525129,"A","1",0.8,0.2,0,0,"1"
"23",9.30339431526833,8.7436069948939,9.30339431526833,8.7436069948939,"A","1",0.8,0.2,0,0,"1"
"24",12.1749121180283,11.4580450325432,12.1749121180283,11.4580450325432,"A","1",0.6,0.4,0,0,"1"
"25",7.29656676258968,8.92243053373919,7.29656676258968,8.92243053373919,"A","1",0.4,0,0.6,0,"2"
"26",7.89720307065311,11.3556515086421,7.89720307065311,11.3556515086421,"A","1",0.6,0.4,0,0,"1"
"27",11.4947923330913,8.45169507053807,11.4947923330913,8.45169507053807,"A","1",0.8,0.2,0,0,"1"
"28",9.11358892484629,9.7084228370967,9.11358892484629,9.7084228370967,"A","1",0.8,0.2,0,0,"1"
"29",10.8427860841069,8.94972094132155,10.8427860841069,8.94972094132155,"A","1",0.8,0.2,0,0,"1"
"30",11.2940733930557,8.08661087832953,11.2940733930557,8.08661087832953,"A","1",0.8,0.2,0,0,"1"
"31",8.15253544485277,11.8206278316886,8.15253544485277,11.8206278316886,"A","1",1,0,0,0,"1"
"32",12.0966816581797,9.35087139575395,12.0966816581797,9.35087139575395,"A","1",0.2,0.8,0,0,"1"
"33",11.5363722547819,12.4480019317116,11.5363722547819,12.4480019317116,"A","1",0.6,0.2,0,0.2,"1"
"34",8.15706335649174,11.9178006287714,8.15706335649174,11.9178006287714,"A","1",1,0,0,0,"1"
"35",9.93513281322405,7.20622422214763,9.93513281322405,7.20622422214763,"A","1",0.6,0.2,0.2,0,"1"
"36",10.9185893190117,10.4048622301318,10.9185893190117,10.4048622301318,"A","1",0.6,0.4,0,0,"1"
"37",9.79044321019621,9.79411762152355,9.79044321019621,9.79411762152355,"A","1",0.8,0.2,0,0,"1"
"38",9.4539787265005,8.59487087973756,9.4539787265005,8.59487087973756,"A","1",0.8,0.2,0,0,"1"
"39",10.5712680788073,12.2896649301097,10.5712680788073,12.2896649301097,"A","1",0.8,0.2,0,0,"1"
"40",10.7989064221881,10.6612865144117,10.7989064221881,10.6612865144117,"A","1",0.8,0.2,0,0,"1"
"41",10.0239493429819,8.30077429992274,10.0239493429819,8.30077429992274,"A","1",0.4,0.6,0,0,"1"
"42",9.42034611132552,10.6251667498515,9.42034611132552,10.6251667498515,"A","1",0.6,0.4,0,0,"1"
"43",8.55578861477165,10.9024995607738,8.55578861477165,10.9024995607738,"A","1",0.6,0.4,0,0,"1"
"44",10.1066910820739,9.08093039478592,10.1066910820739,9.08093039478592,"A","1",1,0,0,0,"1"
"45",8.27168667289745,9.78257713205542,8.27168667289745,9.78257713205542,"A","1",1,0,0,0,"1"
"46",9.60901121455083,7.35896788486967,9.60901121455083,7.35896788486967,"A","1",0.8,0.2,0,0,"1"
"47",10.2984145949639,10.0613830396267,10.2984145949639,10.0613830396267,"A","1",0.8,0.2,0,0,"1"
"48",7.70789761120023,11.4459893988959,7.70789761120023,11.4459893988959,"A","1",0.8,0.2,0,0,"1"
"49",10.0513601635816,9.10639447700701,10.0513601635816,9.10639447700701,"A","1",1,0,0,0,"1"
"50",8.45343134521097,9.93981712326489,8.45343134521097,9.93981712326489,"A","1",1,0,0,0,"1"
"51",9.8592790041691,12.7438471850273,9.8592790041691,12.7438471850273,"A","1",0.6,0.2,0.2,0,"1"
"52",9.0524488006271,8.51568029530494,9.0524488006271,8.51568029530494,"A","1",0.6,0.4,0,0,"1"
"53",12.8424950764111,10.9377285112265,12.8424950764111,10.9377285112265,"A","1",0.4,0,0.2,0.4,"1"
"54",10.7440532970356,7.18474820352547,10.7440532970356,7.18474820352547,"A","1",0.4,0.2,0.4,0,"1"
"55",12.764519455406,8.935115308596,12.764519455406,8.935115308596,"A","1",0.2,0.2,0.6,0,"2"
"56",7.52735374814951,8.79535127073895,7.52735374814951,8.79535127073895,"A","1",0.4,0.2,0.4,0,"1"
"57",12.8999023966837,10.2638601647106,12.8999023966837,10.2638601647106,"A","1",0.4,0.2,0.4,0,"1"
"58",10.9962158001764,11.2242133002891,10.9962158001764,11.2242133002891,"A","1",1,0,0,0,"1"
"59",11.3392078872803,8.39798316203784,11.3392078872803,8.39798316203784,"A","1",0.8,0.2,0,0,"1"
"60",10.9566758567023,8.38744776236924,10.9566758567023,8.38744776236924,"A","1",0.8,0.2,0,0,"1"
"61",10.0005759295459,9.68964735566927,10.0005759295459,9.68964735566927,"A","1",0.8,0.2,0,0,"1"
"62",11.2140493189225,9.0611122436991,11.2140493189225,9.0611122436991,"A","1",0.6,0.4,0,0,"1"
"63",11.0185366257424,12.0686219585358,11.0185366257424,12.0686219585358,"A","1",1,0,0,0,"1"
"64",7.50906768897035,11.1745525690159,7.50906768897035,11.1745525690159,"A","1",0.8,0,0.2,0,"1"
"65",12.6069153034857,10.6216839924023,12.6069153034857,10.6216839924023,"A","1",1,0,0,0,"1"
"66",7.40333379743517,10.3074358942106,7.40333379743517,10.3074358942106,"A","1",0.6,0.2,0.2,0,"1"
"67",9.46385473613973,11.0703657788856,9.46385473613973,11.0703657788856,"A","1",0.6,0.4,0,0,"1"
"68",7.96734315138753,8.73055868428387,7.96734315138753,8.73055868428387,"A","1",0.6,0.2,0.2,0,"1"
"69",7.33939175102079,10.9209824729678,7.33939175102079,10.9209824729678,"A","1",0.6,0.2,0.2,0,"1"
"70",10.8376349853519,12.1930045324254,10.8376349853519,12.1930045324254,"A","1",0.8,0.2,0,0,"1"
"71",10.8887394260623,12.4722538832519,10.8887394260623,12.4722538832519,"A","1",0.8,0.2,0,0,"1"
"72",11.5977362802984,10.0001548574776,11.5977362802984,10.0001548574776,"A","1",0.4,0.6,0,0,"1"
"73",9.55697768482568,8.77619524080158,9.55697768482568,8.77619524080158,"A","1",0.6,0.4,0,0,"1"
"74",9.29726647425658,7.53024606359295,9.29726647425658,7.53024606359295,"A","1",0.6,0.2,0,0.2,"1"
"75",11.6701520635886,11.7254699463187,11.6701520635886,11.7254699463187,"A","1",0.6,0.4,0,0,"1"
"76",10.1268555703807,10.2587673544734,10.1268555703807,10.2587673544734,"A","1",0.6,0.4,0,0,"1"
"77",10.2347720337472,11.6482039719491,10.2347720337472,11.6482039719491,"A","1",0.8,0.2,0,0,"1"
"78",8.16807170316002,11.8841371825876,8.16807170316002,11.8841371825876,"A","1",1,0,0,0,"1"
"79",9.8361616684819,8.78109186060635,9.8361616684819,8.78109186060635,"A","1",0.8,0.2,0,0,"1"
"80",12.0718079465678,10.6345258744559,12.0718079465678,10.6345258744559,"A","1",0.8,0.2,0,0,"1"
"81",8.32941816836536,10.3987884402986,8.32941816836536,10.3987884402986,"A","1",1,0,0,0,"1"
"82",8.5272783268323,7.5871370281951,8.5272783268323,7.5871370281951,"A","1",0.4,0,0.2,0.4,"1"
"83",11.5032775382786,12.2567063191789,11.5032775382786,12.2567063191789,"A","1",0.8,0.2,0,0,"1"
"84",7.73712412894753,11.7708503142112,7.73712412894753,11.7708503142112,"A","1",0.8,0,0,0.2,"1"
