"","x","y","coords.x","coords.y","CellType","ImageNb","aggregatedNeighbors.type1","aggregatedNeighbors.type2","clustered_neighbors"
"1",14.4142655152154,10,14.4142655152154,10,"type1","1",1,0,"2"
"2",14.3479699101941,10.2763216190703,14.3479699101941,10.2763216190703,"type1","1",1,0,"2"
"3",11.9756905443827,10.252135994786,11.9756905443827,10.252135994786,"type1","1",1,0,"2"
"4",12.803147777586,10.5402624513502,12.803147777586,10.5402624513502,"type1","1",1,0,"2"
"5",14.4282698686012,11.1489772780204,14.4282698686012,11.1489772780204,"type1","1",1,0,"2"
"6",14.3559188005538,11.4306216946701,14.3559188005538,11.4306216946701,"type1","1",1,0,"2"
"7",13.6711227095363,11.469695831505,13.6711227095363,11.469695831505,"type1","1",1,0,"2"
"8",13.3611150862196,11.5998977787768,13.3611150862196,11.5998977787768,"type1","1",1,0,"2"
"9",12.8907035829964,11.6083442798799,12.8907035829964,11.6083442798799,"type1","1",1,0,"2"
"10",12.9537593857606,11.898265893173,12.9537593857606,11.898265893173,"type1","1",1,0,"2"
"11",12.3798042273132,11.7522127295473,12.3798042273132,11.7522127295473,"type1","1",1,0,"2"
"12",13.0484557872118,12.5579581267097,13.0484557872118,12.5579581267097,"type1","1",1,0,"2"
"13",11.4096065807973,11.3440571600061,11.4096065807973,11.3440571600061,"type1","1",1,0,"2"
"14",13.2132297181394,13.4788197020586,13.2132297181394,13.4788197020586,"type1","1",1,0,"2"
"15",11.8294210073704,12.2518319574109,11.8294210073704,12.2518319574109,"type1","1",1,0,"2"
"16",11.6321145656219,12.291984207428,11.6321145656219,12.291984207428,"type1","1",1,0,"2"
"17",11.1630919947613,11.8745468609447,11.1630919947613,11.8745468609447,"type1","1",1,0,"2"
"18",12.1009993181121,13.9213346200429,12.1009993181121,13.9213346200429,"type1","1",1,0,"2"
"19",10.9505190361115,12.0813463653916,10.9505190361115,12.0813463653916,"type1","1",1,0,"2"
"20",11.0966973194021,12.870599626145,11.0966973194021,12.870599626145,"type1","1",1,0,"2"
"21",11.3719466067223,14.4122094634034,11.3719466067223,14.4122094634034,"type1","1",1,0,"2"
"22",10.2687329433624,11.1077322799448,10.2687329433624,11.1077322799448,"type1","1",1,0,"2"
"23",10.8113907280682,14.6016254846995,10.8113907280682,14.6016254846995,"type1","1",1,0,"2"
"24",10.0237227536782,10.2127117285321,10.0237227536782,10.2127117285321,"type1","1",1,0,"2"
"25",10.2102727092488,14.4141673985597,10.2102727092488,14.4141673985597,"type1","1",1,0,"2"
"26",9.92782201392726,14.5486616264315,9.92782201392726,14.5486616264315,"type1","1",1,0,"2"
"27",9.78148107582894,12.7486656376286,9.78148107582894,12.7486656376286,"type1","1",1,0,"2"
"28",9.30945224073627,14.8028651618851,9.30945224073627,14.8028651618851,"type1","1",1,0,"2"
"29",9.29545976229474,13.3671057423929,9.29545976229474,13.3671057423929,"type1","1",1,0,"2"
"30",8.91460455539478,13.9259012873825,8.91460455539478,13.9259012873825,"type1","1",1,0,"2"
"31",8.68617981517891,13.7960341260781,8.68617981517891,13.7960341260781,"type1","1",1,0,"2"
"32",8.36114598141446,13.9125743821434,8.36114598141446,13.9125743821434,"type1","1",1,0,"2"
"33",7.78123791973594,14.4767990975155,7.78123791973594,14.4767990975155,"type1","1",1,0,"2"
"34",8.11132334897432,13.2712839186455,8.11132334897432,13.2712839186455,"type1","1",1,0,"2"
"35",9.23124664958434,11.1554751433598,9.23124664958434,11.1554751433598,"type1","1",1,0,"2"
"36",7.35614009550685,13.4739913650471,7.35614009550685,13.4739913650471,"type1","1",1,0,"2"
"37",9.81814770485766,10.2098687362444,9.81814770485766,10.2098687362444,"type1","1",1,0,"2"
"38",8.7740845348313,11.245522572427,8.7740845348313,11.245522572427,"type1","1",1,0,"2"
"39",6.62546696367293,13.0191082116153,6.62546696367293,13.0191082116153,"type1","1",1,0,"2"
"40",7.94676679743327,11.6146804375708,7.94676679743327,11.6146804375708,"type1","1",1,0,"2"
"41",7.26946706432321,11.8798344759175,7.26946706432321,11.8798344759175,"type1","1",1,0,"2"
"42",7.48438658152712,11.5061057347671,7.48438658152712,11.5061057347671,"type1","1",1,0,"2"
"43",8.057455426577,11.0014513310952,8.057455426577,11.0014513310952,"type1","1",1,0,"2"
"44",7.42137668685994,11.1285223023125,7.42137668685994,11.1285223023125,"type1","1",1,0,"2"
"45",7.10166576902791,11.0549073890287,7.10166576902791,11.0549073890287,"type1","1",1,0,"2"
"46",7.72921194831962,10.6667635318213,7.72921194831962,10.6667635318213,"type1","1",1,0,"2"
"47",5.4446741696428,11.028865710475,5.4446741696428,11.028865710475,"type1","1",1,0,"2"
"48",8.48040646191139,10.2431521617018,8.48040646191139,10.2431521617018,"type1","1",1,0,"2"
"49",8.91998289078338,10.1031291297876,8.91998289078338,10.1031291297876,"type1","1",1,0,"2"
"50",8.98492431998845,10.032222476322,8.98492431998845,10.032222476322,"type1","1",1,0,"2"
"51",6.90669658962778,9.90180643881006,6.90669658962778,9.90180643881006,"type1","1",1,0,"2"
"52",5.03488232226085,9.52588874654987,5.03488232226085,9.52588874654987,"type1","1",1,0,"2"
"53",6.14716990227395,9.3835035860246,6.14716990227395,9.3835035860246,"type1","1",1,0,"2"
"54",5.33872940102588,8.94720560830805,5.33872940102588,8.94720560830805,"type1","1",1,0,"2"
"55",7.74857348684655,9.3389215288343,7.74857348684655,9.3389215288343,"type1","1",1,0,"2"
"56",6.37548438790474,8.68078420356418,6.37548438790474,8.68078420356418,"type1","1",1,0,"2"
"57",7.03184531333338,8.70100113360962,7.03184531333338,8.70100113360962,"type1","1",1,0,"2"
"58",8.48816764670766,9.22059625127185,8.48816764670766,9.22059625127185,"type1","1",1,0,"2"
"59",7.51814180902821,8.51410362703092,7.51814180902821,8.51410362703092,"type1","1",1,0,"2"
"60",6.12081573190489,7.3293769028299,6.12081573190489,7.3293769028299,"type1","1",1,0,"2"
"61",8.4032257083536,8.74428281759993,8.4032257083536,8.74428281759993,"type1","1",1,0,"2"
"62",8.07499858841927,8.27775057866967,8.07499858841927,8.27775057866967,"type1","1",1,0,"2"
"63",6.95896664862432,6.91032881935248,6.95896664862432,6.91032881935248,"type1","1",1,0,"2"
"64",7.75930487041659,7.41409997170206,7.75930487041659,7.41409997170206,"type1","1",1,0,"2"
"65",7.26151807471551,6.40167675087167,7.26151807471551,6.40167675087167,"type1","1",1,0,"2"
"66",8.0115404321437,7.01124476011505,8.0115404321437,7.01124476011505,"type1","1",1,0,"2"
"67",7.63769033122386,5.90835963046852,7.63769033122386,5.90835963046852,"type1","1",1,0,"2"
"68",7.8578855088664,5.67785284146353,7.8578855088664,5.67785284146353,"type1","1",1,0,"2"
"69",8.57257362417137,6.59218465639595,8.57257362417137,6.59218465639595,"type1","1",1,0,"2"
"70",9.19904818826256,7.685801720946,9.19904818826256,7.685801720946,"type1","1",1,0,"2"
"71",9.1621975721038,6.9696485768409,9.1621975721038,6.9696485768409,"type1","1",1,0,"2"
"72",9.28829352766234,6.59864572432154,9.28829352766234,6.59864572432154,"type1","1",1,0,"2"
"73",9.7500257442905,8.26139086253003,9.7500257442905,8.26139086253003,"type1","1",1,0,"2"
"74",9.95231945638442,9.40024475080704,9.95231945638442,9.40024475080704,"type1","1",1,0,"2"
"75",9.93288254388029,5.7702533178501,9.93288254388029,5.7702533178501,"type1","1",1,0,"2"
"76",10.0674467862267,8.58411771093323,10.0674467862267,8.58411771093323,"type1","1",1,0,"2"
"77",10.3540629567397,6.82526975751126,10.3540629567397,6.82526975751126,"type1","1",1,0,"2"
"78",10.6782481102343,6.15346382323787,10.6782481102343,6.15346382323787,"type1","1",1,0,"2"
"79",10.902255746952,6.28085115595006,10.902255746952,6.28085115595006,"type1","1",1,0,"2"
"80",10.867307120918,7.21072185474201,10.867307120918,7.21072185474201,"type1","1",1,0,"2"
"81",11.3511301314871,6.46342378913188,11.3511301314871,6.46342378913188,"type1","1",1,0,"2"
"82",11.7170724388042,6.24013581649094,11.7170724388042,6.24013581649094,"type1","1",1,0,"2"
"83",12.1782916315036,5.93440592125451,12.1782916315036,5.93440592125451,"type1","1",1,0,"2"
"84",12.5227228066644,5.9341461040345,12.5227228066644,5.9341461040345,"type1","1",1,0,"2"
"85",12.3131447773617,6.75164267822863,12.3131447773617,6.75164267822863,"type1","1",1,0,"2"
"86",12.4612467579174,6.97045454150605,12.4612467579174,6.97045454150605,"type1","1",1,0,"2"
"87",12.8369198740685,6.92859408857148,12.8369198740685,6.92859408857148,"type1","1",1,0,"2"
"88",13.1140734449595,7.03073696767547,13.1140734449595,7.03073696767547,"type1","1",1,0,"2"
"89",12.3354119685053,8.04035667858018,12.3354119685053,8.04035667858018,"type1","1",1,0,"2"
"90",11.9483445225134,8.56546432067398,11.9483445225134,8.56546432067398,"type1","1",1,0,"2"
"91",13.7374247288278,7.59810297167841,13.7374247288278,7.59810297167841,"type1","1",1,0,"2"
"92",12.7263405050306,8.48310488074134,12.7263405050306,8.48310488074134,"type1","1",1,0,"2"
"93",11.56185102427,9.25655566072263,11.56185102427,9.25655566072263,"type1","1",1,0,"2"
"94",11.1376178868637,9.54456649955448,11.1376178868637,9.54456649955448,"type1","1",1,0,"2"
"95",10.6141340848239,9.79829891570209,10.6141340848239,9.79829891570209,"type1","1",1,0,"2"
"96",12.545597667689,9.33950866457009,12.545597667689,9.33950866457009,"type1","1",1,0,"2"
"97",14.5745464785534,9.11832843274247,14.5745464785534,9.11832843274247,"type1","1",1,0,"2"
"98",10.861785845062,9.89001960253594,10.861785845062,9.89001960253594,"type1","1",1,0,"2"
"99",11.8658213331795,9.88142356494434,11.8658213331795,9.88142356494434,"type1","1",1,0,"2"
"100",13.3046737390955,10,13.3046737390955,10,"type1","1",1,0,"2"
"101",26.3713195235152,10,26.3713195235152,10,"type2","1",0,1,"1"
"102",29.6402932600965,10.2948993146398,29.6402932600965,10.2948993146398,"type2","1",0,1,"1"
"103",27.0703877251846,10.2642211707529,27.0703877251846,10.2642211707529,"type2","1",0,1,"1"
"104",26.6743647784737,10.3227073602419,26.6743647784737,10.3227073602419,"type2","1",0,1,"1"
"105",26.8964956582039,10.4920726341886,26.8964956582039,10.4920726341886,"type2","1",0,1,"1"
"106",28.6989712133644,11.2148593002069,28.6989712133644,11.2148593002069,"type2","1",0,1,"1"
"107",28.9620123500783,11.586150476571,28.9620123500783,11.586150476571,"type2","1",0,1,"1"
"108",29.2553439025535,12.0255525571081,29.2553439025535,12.0255525571081,"type2","1",0,1,"1"
"109",27.3198110771126,11.2907082200412,27.3198110771126,11.2907082200412,"type2","1",0,1,"1"
"110",28.4639106354185,12.2261201937818,28.4639106354185,12.2261201937818,"type2","1",0,1,"1"
"111",27.9807517980479,12.1946810515826,27.9807517980479,12.1946810515826,"type2","1",0,1,"1"
"112",25.6582911058841,10.5523718241547,25.6582911058841,10.5523718241547,"type2","1",0,1,"1"
"113",28.100106783723,12.9559458477342,28.100106783723,12.9559458477342,"type2","1",0,1,"1"
"114",27.0383469362173,12.2068268077172,27.0383469362173,12.2068268077172,"type2","1",0,1,"1"
"115",27.5053294228651,13.0838067538967,27.5053294228651,13.0838067538967,"type2","1",0,1,"1"
"116",26.6200813969086,12.2750859864102,26.6200813969086,12.2750859864102,"type2","1",0,1,"1"
"117",26.4696051661607,12.3685518974103,26.4696051661607,12.3685518974103,"type2","1",0,1,"1"
"118",26.7680896069456,13.2999872619111,26.7680896069456,13.2999872619111,"type2","1",0,1,"1"
"119",26.9777574351889,14.3306847027457,26.9777574351889,14.3306847027457,"type2","1",0,1,"1"
"120",26.3520574486484,13.5390034587965,26.3520574486484,13.5390034587965,"type2","1",0,1,"1"
"121",25.8359612415586,12.6884691306286,25.8359612415586,12.6884691306286,"type2","1",0,1,"1"
"122",25.3601245022134,11.4844534165015,25.3601245022134,11.4844534165015,"type2","1",0,1,"1"
"123",25.8339872382947,14.7297766623337,25.8339872382947,14.7297766623337,"type2","1",0,1,"1"
"124",25.5498277093557,14.9300685762883,25.5498277093557,14.9300685762883,"type2","1",0,1,"1"
"125",25.1822530721636,13.8259628284904,25.1822530721636,13.8259628284904,"type2","1",0,1,"1"
"126",24.9261163703755,14.6561513998974,24.9261163703755,14.6561513998974,"type2","1",0,1,"1"
"127",24.8325114392263,12.1067742917048,24.8325114392263,12.1067742917048,"type2","1",0,1,"1"
"128",24.5989167035397,12.7895956010881,24.5989167035397,12.7895956010881,"type2","1",0,1,"1"
"129",24.4289253065961,12.7292534572026,24.4289253065961,12.7292534572026,"type2","1",0,1,"1"
"130",24.3280022542045,12.4306319217107,24.3280022542045,12.4306319217107,"type2","1",0,1,"1"
"131",23.6377047983633,13.9360934890107,23.6377047983633,13.9360934890107,"type2","1",0,1,"1"
"132",23.8805159119731,12.672638755105,23.8805159119731,12.672638755105,"type2","1",0,1,"1"
"133",23.2953074539654,13.4395603384032,23.2953074539654,13.4395603384032,"type2","1",0,1,"1"
"134",23.3873067710479,12.7932666095674,23.3873067710479,12.7932666095674,"type2","1",0,1,"1"
"135",22.9637997424423,13.0605119096244,22.9637997424423,13.0605119096244,"type2","1",0,1,"1"
"136",22.2298621587491,13.6399186371944,22.2298621587491,13.6399186371944,"type2","1",0,1,"1"
"137",21.8404093743739,13.6463619616719,21.8404093743739,13.6463619616719,"type2","1",0,1,"1"
"138",23.2304435109458,11.7978585089458,23.2304435109458,11.7978585089458,"type2","1",0,1,"1"
"139",22.8517415186298,11.9219917991487,22.8517415186298,11.9219917991487,"type2","1",0,1,"1"
"140",22.7301471356289,11.7850320225108,22.7301471356289,11.7850320225108,"type2","1",0,1,"1"
"141",21.3854470492169,12.4884377562827,21.3854470492169,12.4884377562827,"type2","1",0,1,"1"
"142",22.4384270111926,11.5336218753393,22.4384270111926,11.5336218753393,"type2","1",0,1,"1"
"143",22.5167486124361,11.2802050679011,22.5167486124361,11.2802050679011,"type2","1",0,1,"1"
"144",22.1196914488909,11.2605534204645,22.1196914488909,11.2605534204645,"type2","1",0,1,"1"
"145",21.1134097592195,11.4146031604336,21.1134097592195,11.4146031604336,"type2","1",0,1,"1"
"146",21.6915104747949,10.9714601762093,21.6915104747949,10.9714601762093,"type2","1",0,1,"1"
"147",21.4916454580069,10.792396817016,21.4916454580069,10.792396817016,"type2","1",0,1,"1"
"148",22.1039176600812,10.4634059462397,22.1039176600812,10.4634059462397,"type2","1",0,1,"1"
"149",22.9388499477635,10.1968159665572,22.9388499477635,10.1968159665572,"type2","1",0,1,"1"
"150",23.1471407573768,10.0588170067013,23.1471407573768,10.0588170067013,"type2","1",0,1,"1"
"151",22.709562184045,9.92729253616746,22.709562184045,9.92729253616746,"type2","1",0,1,"1"
"152",22.7296636774095,9.78320916652536,22.7296636774095,9.78320916652536,"type2","1",0,1,"1"
"153",20.4060407320383,9.26491453222424,20.4060407320383,9.26491453222424,"type2","1",0,1,"1"
"154",22.127823166306,9.35129025482321,22.127823166306,9.35129025482321,"type2","1",0,1,"1"
"155",21.3517569493146,8.92877918764046,21.3517569493146,8.92877918764046,"type2","1",0,1,"1"
"156",22.1127915297235,8.9491420566981,22.1127915297235,8.9491420566981,"type2","1",0,1,"1"
"157",21.7103341427546,8.56029328977998,21.7103341427546,8.56029328977998,"type2","1",0,1,"1"
"158",21.2513014854517,8.06741159578451,21.2513014854517,8.06741159578451,"type2","1",0,1,"1"
"159",21.9030022581202,8.14581762628804,21.9030022581202,8.14581762628804,"type2","1",0,1,"1"
"160",22.6685841118534,8.39493752044651,22.6685841118534,8.39493752044651,"type2","1",0,1,"1"
"161",22.4314477722611,7.98006820178819,22.4314477722611,7.98006820178819,"type2","1",0,1,"1"
"162",22.5687215576699,7.82479749614447,22.5687215576699,7.82479749614447,"type2","1",0,1,"1"
"163",22.1427036668052,7.09700449972105,22.1427036668052,7.09700449972105,"type2","1",0,1,"1"
"164",23.259903533769,7.99182162630736,23.259903533769,7.99182162630736,"type2","1",0,1,"1"
"165",22.1618424159948,6.27070446406007,22.1618424159948,6.27070446406007,"type2","1",0,1,"1"
"166",23.1700207738572,7.24944872431523,23.1700207738572,7.24944872431523,"type2","1",0,1,"1"
"167",23.1070517856106,6.72131751658077,23.1070517856106,6.72131751658077,"type2","1",0,1,"1"
"168",23.8466942989936,7.67297360661113,23.8466942989936,7.67297360661113,"type2","1",0,1,"1"
"169",23.7779524374389,7.08250281427509,23.7779524374389,7.08250281427509,"type2","1",0,1,"1"
"170",24.2345329747919,7.78832827836862,24.2345329747919,7.78832827836862,"type2","1",0,1,"1"
"171",23.9466155486131,6.18988324083811,23.9466155486131,6.18988324083811,"type2","1",0,1,"1"
"172",24.4485647272148,7.36460634299521,24.4485647272148,7.36460634299521,"type2","1",0,1,"1"
"173",24.3046011412275,5.16339469992025,24.3046011412275,5.16339469992025,"type2","1",0,1,"1"
"174",24.7207538258563,6.48746960374447,24.7207538258563,6.48746960374447,"type2","1",0,1,"1"
"175",24.9778368958392,8.60327965763215,24.9778368958392,8.60327965763215,"type2","1",0,1,"1"
"176",25.1906027191084,5.99875651114742,25.1906027191084,5.99875651114742,"type2","1",0,1,"1"
"177",25.5270975947288,5.27374258482747,25.5270975947288,5.27374258482747,"type2","1",0,1,"1"
"178",25.2891650669853,8.36006341273767,25.2891650669853,8.36006341273767,"type2","1",0,1,"1"
"179",25.9808364061986,5.95693726680165,25.9808364061986,5.95693726680165,"type2","1",0,1,"1"
"180",26.1367487632903,6.34419180285422,26.1367487632903,6.34419180285422,"type2","1",0,1,"1"
"181",26.6388667974093,5.71027453727202,26.6388667974093,5.71027453727202,"type2","1",0,1,"1"
"182",26.6567383866824,6.37224896238531,26.6567383866824,6.37224896238531,"type2","1",0,1,"1"
"183",26.533628991717,7.13761332158589,26.533628991717,7.13761332158589,"type2","1",0,1,"1"
"184",26.4932531152213,7.59333487605299,26.4932531152213,7.59333487605299,"type2","1",0,1,"1"
"185",27.5241233931595,6.45536466827818,27.5241233931595,6.45536466827818,"type2","1",0,1,"1"
"186",27.7051561700494,6.67022676083702,27.7051561700494,6.67022676083702,"type2","1",0,1,"1"
"187",27.8251465650037,6.94134052226147,27.8251465650037,6.94134052226147,"type2","1",0,1,"1"
"188",27.0864427810596,8.01058082657353,27.0864427810596,8.01058082657353,"type2","1",0,1,"1"
"189",26.3193936639452,8.89289726320592,26.3193936639452,8.89289726320592,"type2","1",0,1,"1"
"190",26.6389009524254,8.79330279426001,26.6389009524254,8.79330279426001,"type2","1",0,1,"1"
"191",28.8813938328632,7.50557964659701,28.8813938328632,7.50557964659701,"type2","1",0,1,"1"
